Bank,review_text,review_score,english,target
OCTO by CIMB,app is very slow and having issues all the time especially bill payments my saved bills are sometimes disappeared for no reason and i could not even manually pay for them since the payment box just not display customer service not being helpful as all they ask you to do repeatedly is reinstalling the app which i find so incovenient when i have to input endless login information and take selfies please have it fixed,1,1,0
OCTO by CIMB,apps interface is nice but quite slow connection happens when changing each windows card loan transaction inquiry etc requires to entry username and password everytime should have been better if the bank implements login by fingerprint lastly where do i find my account number not the debit card number,3,1,0
OCTO by CIMB,this app can enable us to replace our card properly without moving it an inch from the its safety place which is a good point of this app and also the sms service is really fast and accurate finally the most appreciated function of this app is octo chat which is fast replying and,4,1,1
OCTO by CIMB,good user interface but slow performance should improve the sign in process because it is unconvenient to type the username and password for too many times,3,1,0
OCTO by CIMB,update it's my fault that my account d not been activated yet all done now cusomer service s good all of my transfers re fast and free highly recommend,5,1,1
OCTO by CIMB,good performance nice interface convenient to use and great service,5,1,1
OCTO by CIMB,too slow and crash,2,1,0
OCTO by CIMB,for the last few weeks i haven't been able to complete any purchase using octofast visa card due to no otp code received i tried to contact customer service for many times and they asked me the same thing every time not mentioned what they were going to do now my money is stuck within the card and customer service is really helpless,1,1,0
OCTO by CIMB,this bank is either a joke or scam can't verify a selfie isn't this your proud feature i can't access my account and money for days already because octo can't verify a selfie just chat with robot and wait and wait until it is convenient for cimb does customer service mean anything to you constant app failure while it is the only method of communication with this bank it is the online bank not to mention buying star reviews on facebook app run,1,1,0
OCTO by CIMB,great experience seamless sign up n kyc process the ui design with beautiful card layout is nice love it,5,1,1
OCTO by CIMB,bank service is very good but app need improve in login step need to add biometrics login like fingerprint or face id,5,1,1
OCTO by CIMB,it's easy to use and the customer service is quite good quite helpful app with good promotions,5,1,1
OCTO by CIMB,only months old but i find this application very good in transferring money to the account with high security i will recommend it to my friends because of these useful features,5,1,1
OCTO by CIMB,cant not login after reinstalling many times find and hire the best software engineers,1,1,0
OCTO by CIMB,great experience this app and bank sevice is very good,5,1,1
OCTO by CIMB,app is quite slow so it takes so long to process any task the appearance is friendly and easy to use,3,1,0
OCTO by CIMB,great digital banking app you all have to try it,5,1,1
OCTO by CIMB,great design and good signup experience like it,5,1,1
OCTO by CIMB,good ui nice overall experience worth stars,5,1,1
OCTO by CIMB,can't login please make it simple,1,1,0
OCTO by CIMB,it is very slow grimacing face grimacing face please improve,1,1,0
OCTO by CIMB,slow and always error,1,1,0
OCTO by CIMB,overall a really well developed app recommended,5,1,1
OCTO by CIMB,excellent app ref to use,5,1,1
OCTO by CIMB,great apps everyone should try this,5,1,1
OCTO by CIMB,bad sign up bad customer service,3,1,0
OCTO by CIMB,very bad app can't do anything at all,1,1,0
OCTO by CIMB,very stupid apps very stupid and annoying staff,1,1,0
OCTO by CIMB,good verry good and helpful,5,1,1
OCTO by CIMB,i hope also they give me chance to approve for additional income for my ethereum business which is powered by etherscan,5,1,1
OCTO by CIMB,can't do anything with this app,3,1,0
OCTO by CIMB,good apps for everybody,5,1,1
OCTO by CIMB,this app is only for those people who live in vietnam,1,1,0
OCTO by CIMB,can't login,1,1,0
OCTO by CIMB,great,5,1,1
OCTO by CIMB,tot,5,1,1
OCTO by CIMB,too slow,1,1,0
OCTO by CIMB,great app,5,1,1
OCTO by CIMB,nak download asal no respon sial,1,1,0
OCTO by CIMB,good app,5,1,1
OCTO by CIMB,definitely good,5,1,1
OCTO by CIMB,friendly app,5,1,1
SC Mobile Vietnam,the app function poorly it works and then it stop working sometimes it works smoothly fast and all but sometimes it's impossible to log in,2,1,0
SC Mobile Vietnam,edited to raise this to five stars they contacted me personally and assured me they would fix it in the latest app update and they did great customer service great now i can't take screenshots of my transactions when they're finished and since this isn't a feature of your app like it is my other bank now i have no way to take a picture that i just sent the transaction please either add an automatic screenshot feature or re enable being able to take a screenshot,5,1,1
SC Mobile Vietnam,very poorly designed app often glitchy and displays error messages password can mysteriously stop working in app while still working on browser customer service solution is to reset password app developers seem unaware or uninterested in finding a solution,1,1,0
SC Mobile Vietnam,i know you guys have to being worked very hard to improve this mtfk app but it too lag hanoi is raining right now and i cant open app to tranfer money to my account to book a taxi the card got declined you guys need to help me fix this a lot of bugs i don't want to being disappointed about this international bank app thanks,2,1,0
SC Mobile Vietnam,worst app ever very big inconvenience when you are hurrying to pay and transfer money then the app keeps loading and kicks you out then keeps loading and loading trash,1,1,0
SC Mobile Vietnam,i cannot log in and it happen very often,1,1,0
SC Mobile Vietnam,what a stupid app bad experience i checked the account info and it mentioned that there is a previous payment needs to be paid even i actually paid it last month but the app have no update on the card details if you dont remember or recheck you may pay times for the same period,1,1,0
SC Mobile Vietnam,biometric login simply doesn't work i enable it receive confirmation by text and the next time i open the app it asks me to login to enable it in options it's marked as disabled stupid bug which lasts for longer than months now without any fix clearly the bank doesn't care about the the user experience,1,1,0
SC Mobile Vietnam,ever worst banking app i want to redeem my travel miles the ui asked to check the box to redeem i did but after doing that there's no confirmation about task completion i can't know whether my order redemption is done or not when navigate to previous screen it always close the app and i have to re login takes alot of time,1,1,0
SC Mobile Vietnam,there are have a lot of defects for instant currently i created an transaction in order to transfer my money to a local bank account however it is over my balance and can be made a transaction it should be covered inside the app further more the currency is duplicated in the app after making a failed submission additionally this app is not satified with usability for the user i've already feedbacked to the customer care please check,1,1,0
SC Mobile Vietnam,the app has prevented me from logging in for a while eventhough i can still do it on the web i deleted and reinstall the app to see if it was only because of the version it still does not work and now i can't log in on any device cause it asks for the code from my mobile app which got logged out after the reinstallation,1,1,0
SC Mobile Vietnam,there are so many bugs in their online system can't set up new money transfers because of a bug in the name field can't see my credit card balance because it is delayed by a month i complained in person in the bank and showed them the bugs nothing has been improved absolutely terrible service,1,1,0
SC Mobile Vietnam,the ui is ugly and terrible also the ux if you press back button you can not go back to the previous page you have to select home page at the top corner then navigate again i cant believe now we are at nearly and we still have to suffer this bad ux app like this,1,1,0
SC Mobile Vietnam,the bank is quite good as it is but the application is so bad cannot use fingersprint bad performance slow content loading not friendly user interface hope it can be upgraded someday,2,1,0
SC Mobile Vietnam,this is pathetic for such an established bank the app is literally a mobile wrapper and yet run incredibly slowly very prone to bugs glitches and provide no alternative to signing in worse yet when the app is unresponsive signing in via website will require a prompt generated inside the mobile app which was unavailable in the first place,1,1,0
SC Mobile Vietnam,worst banking app ever really hard to navigate within the app whenever i try to go back to a previous screen it always closes the app without asking me also the loading speed is super slow,1,1,0
SC Mobile Vietnam,very terrible inconvenience for users the app runs very slow always in unstable status if the app has problem there is no any alternative to log in via website the logic of the app and security is very bad idea,1,1,0
SC Mobile Vietnam,the most stupid app i have ever used it shows that sc vietnam doesn't care about their clients at all after the update i can't login for days error messages show up constantly as always customer support does not exist they don't bother to reply to negative reviews here that says it all now you are forced to register sc mobile key if you want to continue to use the app it's not convenient if you can only access your account from one and only device sorry i will change my bank,1,1,0
SC Mobile Vietnam,such a suck app it took me an hour to login to the app and i still dont know how i could login i had to try times with the app it said wrong credential then had to login via web to reset the lock counter then try the mobile app again could not recall how many times i repeated those steps now i cannot login to the web app because dont know how to generate digit authentication code,1,1,0
SC Mobile Vietnam,"not user friendly at all the app constantly says ""unable to process request"" when i trying to transfer money so what the point of downloading a mobile banking app",1,1,0
SC Mobile Vietnam,this app is awful i regret to make an account at this bank to use this stupid application considering all comments here i think no one takes care user's feedbacks however i still give some feedback here the ui is extremely ugly and it looks like made from the s the ux is the joke example you go to some sub screen then you cannot go back if you go back by pressing android's back button they will close the app super slow you need to wait seconds every time you open the app then wait another seconds just for login i think the bank has dedicated this application to one dreadful outsource team i recommend standard chartered vietnam should switch to another team and build it again this app cannot be saved p s many outsourced teams can deliver wonderful applications please email me if you need one,1,1,0
SC Mobile Vietnam,quite difficult to use and poor functionality,1,1,0
SC Mobile Vietnam,very bad app crash,1,1,0
SC Mobile Vietnam,terrible performance app some screens have no back button and when press android back button i am kicked out of the app all the bad things seem like sc don't care about user's experience,1,1,0
SC Mobile Vietnam,so now you have to login twice with unclear instruction whoever thought of this system clearly didnt test it before rolling out please think things through and read the feedbacks nov app crash and can't start while online login force you to use app are you joking nov bug all the time not from app then from card,1,1,0
SC Mobile Vietnam,difficult to use slow logging in ledger balance and available balance are different for what i just need to know the real time balance not ledger balance and you don't show me that the ledger balance is ridiculous to show,1,1,0
SC Mobile Vietnam,"press back and then kicked out and cannot sign in back again notification is ""service not avai temporarily "" i call the care center they said because my wifi is not good but can wifi go bad whenever i press back suffer this problem for too long how can you guys claim yourself global standard with rubbish app like this",1,1,0
SC Mobile Vietnam,crashed all the time uninstalled and re installed but still crashed so frustrated logged in on the web version being asked to verify on the phone app st,1,1,0
SC Mobile Vietnam,worst bank app ever the ux ui are both bad some tabs are even useless information updated so slow i spent out a lot of money already but it still shows dr i cannot control or follow how much did i spent or else this app even worse than vcb app or vnpay and cannot be compared with momo if you are serious in e banking at least use money on good development agencies,1,1,0
SC Mobile Vietnam,too bad always crash when i put app in the background then can not login again until i clear storage you should check the simple error like this before you release app to end user too bad again,1,1,0
SC Mobile Vietnam,wow a global standard bank with this bugging banking app can't connect can't even login how can i trust you with my money when your app is this good great,1,1,0
SC Mobile Vietnam,"first time i open app it asked ""đồng ý"" without showing up what it's requiring for i guess this is a virus not finance app everyone should not install it you can be hacked rolling on the floor laughing",1,1,0
SC Mobile Vietnam,lost session when resume,1,1,0
SC Mobile Vietnam,troublesome to use app keeps on loading on log in page for minutes and preventing user to log in it was extremely inconvenient to use the mobile banking of sc before now it makes users use mobile as token the phone app prevents me from log in hence i cant log in to online banking website on pc as well,1,1,0
