Bank,review_text,review_score,english
SC Mobile Vietnam,Worked fine till i registered for push notification but now the login screen wont even load. Help!,3,1
SC Mobile Vietnam,I don't know if Standard Chartered really wants to do business in Vietnam. You must hate your customers with a passion to release an app this bad.,1,1
SC Mobile Vietnam,"Great, could not update and could not use the web login too as the web asked user to clarify account by the code in the app :)",1,1
SC Mobile Vietnam,"Not a good experience with SC app, cannot use 3 days... bad for my work now, don't know how to transfer money, website request app also...",1,1
SC Mobile Vietnam,"I can't even get to the main page, crash every freaking time. Worst bank app i ever seen!",1,1
SC Mobile Vietnam,"This application does not work properly. I can not log in, can not transfer money. Very inconvenient.",1,1
SC Mobile Vietnam,"too slow, can not enable fingerprint function, complicated interface",2,1
SC Mobile Vietnam,"Loading, waiting time is too long. Finger print login is not working.",2,1
SC Mobile Vietnam,"Log in too slow and forever waiting even installing again and again, can use web but not with mobile, so angry with new app",2,1
SC Mobile Vietnam,Only works occasionally. The apps wants to have access to make calls,1,1
SC Mobile Vietnam,The worst banking app ever. Sluggish loading. I coundn't keep my temper whenever using this app,2,1
SC Mobile Vietnam,Terrible app. Unable to login tried to reinstall app multiple times.,1,1
SC Mobile Vietnam,"Very difficult to access and failed several times, not recommended!",1,1
SC Mobile Vietnam,It takes too long to log in or processing. I do hope the improvement,3,1
SC Mobile Vietnam,app crashed everytime I try logging in! How can we use app when cannot login?,1,1
SC Mobile Vietnam,"Stupid app ever. It really slow, too much bugs . I cant even login or do anything",1,1
SC Mobile Vietnam,IU is not familiar. Slow. Some time could not login and response error.,1,1
SC Mobile Vietnam,Can't use Fingerprint to login after add a new fiber or remove an old one.,1,1
SC Mobile Vietnam,Why it need get Contacts permission? - Calendar : read calendar events plus confidential information add or modify calendar events and send email to guests without owners' knowledge - Device ID & call information,1,1
SC Mobile Vietnam,Can't login to the app with credential on galaxy s9 (it used to work before this month),1,1
SC Mobile Vietnam,Want to log in on website. Was Asked for authetication code in the mobile app. Went in thr mobile app to find there is no longer any options for that? Stupid design.,1,1
SC Mobile Vietnam,i never had any problems with this app. i dont understand why people are having problems constantly,5,1
SC Mobile Vietnam,It's take too much time to login the system. Always loading!,1,1
SC Mobile Vietnam,Have just updated. And the app didnt work anymore. Disappointed !,1,1
SC Mobile Vietnam,"Please update, it takes a long time to log in, and it's not stable",1,1
SC Mobile Vietnam,"the best apps ever. I love it so much, very convenient. I save a lot time using this apps.",5,1
SC Mobile Vietnam,"App freeze, showing nothing when opening, cannot login",1,1
SC Mobile Vietnam,Don't understand why upgrade need to uninstall and reinstall.... very inconvenience.,1,1
SC Mobile Vietnam,"Slow app, poor function. It keeps stopping working",1,1
SC Mobile Vietnam,I always have a hard time to load the app on my divices. Very poor,1,1
SC Mobile Vietnam,I can't believe it's this bad... Jesus I have a priority account too! For the love of God get someone to properly develop an app! It's so cheap in Vietnam!!!!!,1,1
SC Mobile Vietnam,Cannot login. Stupid app,1,1
SC Mobile Vietnam,"Very unstable, it takes so much time to sign in",1,1
SC Mobile Vietnam,super slow performance! inconvinient navigation!,1,1
SC Mobile Vietnam,Works great. Send money home to the US and all over Vietnam,5,1
SC Mobile Vietnam,"Worst App. It takes too long to login. Sometimes, app cannot connect.",1,1
SC Mobile Vietnam,"App on web UI. Yah, amazing, just the app made by kid. It 's so risk, no security. Please hire an experienced staff to make app.",1,1
SC Mobile Vietnam,What's a terible app. Many Bugs. American Bank? Dont believe it!,1,1
SC Mobile Vietnam,"App frequently fails to connect to the server. To be able to log in, you must be a very lucky person -_-",2,1
SC Mobile Vietnam,"too bad, login slowly, cannot use any function",1,1
SC Mobile Vietnam,This app responding slowly! It took too many steps to log in!,1,1
SC Mobile Vietnam,"Cannot log in, server error all the time.",1,1
SC Mobile Vietnam,Very very bad app. I cannot log in. Big bank but stupid app.,1,1
SC Mobile Vietnam,Too many steps for a transaction,5,1
SC Mobile Vietnam,Worst banking app I have ever used.,1,1
SC Mobile Vietnam,Have to reinstall constantly. Can never login!,1,1
SC Mobile Vietnam,"Great banking app, easy to use and navigate",5,1
SC Mobile Vietnam,This kind of the worse banking app I had used. It's slow and UI/UX nothing to say. what we here? technical generation version 4.0 but the app with version 2.0,1,1
SC Mobile Vietnam,cannot set finger print login with Galaxy S10,2,1
SC Mobile Vietnam,Crash all the time and to slow when I can login,1,1
SC Mobile Vietnam,Not smart. Not convenience. The worst bank app I've used. It seems to be made by a first year student. Suck!,1,1
SC Mobile Vietnam,Terrible app. Suddenly closed when i try to reset my pw.,1,1
SC Mobile Vietnam,I am not able to install it on my OPPO device. Please help,1,1
SC Mobile Vietnam,"This app is so lagging. That make me angry when use it. Admin, let's update it. Please!!!",2,1
SC Mobile Vietnam,Constant breakdown and really user unfriendly,1,1
SC Mobile Vietnam,"Can not log in, just rotating icon... after lunar new year holiday 2021.",1,1
SC Mobile Vietnam,Cannot log in and cannot open app,1,1
SC Mobile Vietnam,Slow loading (It take me at least 10 seconds to open the logfin page). Bad UI design.,3,1
SC Mobile Vietnam,"Can not log in, very slow app",1,1
SC Mobile Vietnam,slow and buggy stop hiring a newbie to do the important service,1,1
SC Mobile Vietnam,The app does not work recently days even now so i could not log in. I called for support but they still not resolved.,2,1
SC Mobile Vietnam,"Bad app, loading so long when log in",1,1
SC Mobile Vietnam,"Lousy app, caused a lot of troubles to my credit card usage.",1,1
SC Mobile Vietnam,Log in error all the time !,2,1
SC Mobile Vietnam,"I can never imagine an app of a bank can be the worst like this. Please check out other bank apps, and fire your dev team.",1,1
SC Mobile Vietnam,"Bad UI/UX your dev teams need to improve this app, I dont think the global bank have terrible mobile app",1,1
SC Mobile Vietnam,"endless waitting, slow and complicated app",1,1
SC Mobile Vietnam,"Too slow, make error all the time, a shame for a big bank like SC",1,1
SC Mobile Vietnam,Expect a better app from a big bank. Doesn't even open half the time,1,1
SC Mobile Vietnam,"Unstable, slow, can not loggin",1,1
SC Mobile Vietnam,Great app. No idea why everyone is complaining. Fast and user friendly,5,1
SC Mobile Vietnam,"Too bad experience for user, it should refer from other banking apps",1,1
SC Mobile Vietnam,Cannot even log in even though my fingerprint is authorized,1,1
SC Mobile Vietnam,The worst mobile banking app ever. Can't log into and make a transfer. Stupid app.,1,1
SC Mobile Vietnam,Press back and can't login again,1,1
SC Mobile Vietnam,Worst app in all the mobile banking apps I have ever seen.,1,1
SC Mobile Vietnam,Crash anytime. I have to login many times. Poor update.,1,1
SC Mobile Vietnam,Stupid app. It always gets error login with null.,1,1
SC Mobile Vietnam,"This app running betters now, hope it will be like this for next several updates. Keep up good work",4,1
SC Mobile Vietnam,Useless app. Many functions don't work.,1,1
SC Mobile Vietnam,"Very bad service, no clear policy",1,1
SC Mobile Vietnam,"App keep stoping, can't login.",1,1
SC Mobile Vietnam,"Too slow, cannot even login always",1,1
SC Mobile Vietnam,Worst upgrading ever. Long loading....,1,1
SC Mobile Vietnam,"Terrible user experience, ridiculously slow.",1,1
SC Mobile Vietnam,Unable to log in app,1,1
SC Mobile Vietnam,the latest version is too difficult to use,1,1
SC Mobile Vietnam,"Very slow, hard to use, poor design app.",1,1
SC Mobile Vietnam,"Very slow, i can't login",1,1
SC Mobile Vietnam,Very bad app ever. I even wanna stop to use this bank!,1,1
SC Mobile Vietnam,Nice version. Extremely happy with 24/7 transfer.,5,1
SC Mobile Vietnam,Can read inbox message when not login.,4,1
SC Mobile Vietnam,Cannot login. Impossible to load 1st screen to see the login screen.,1,1
SC Mobile Vietnam,"Worst bank app ever, always crash, very slow. Removed",1,1
SC Mobile Vietnam,"Always get errors, sucks",1,1
SC Mobile Vietnam,App is very bad and very very slow when i access to,1,1
SC Mobile Vietnam,While use app it randomly closes or says its unavailable.,1,1
SC Mobile Vietnam,the slowest bank app i have ever seen. it keep stuck at login screen,1,1
SC Mobile Vietnam,The app is not working for days,1,1
SC Mobile Vietnam,Useless app. Doesnt let you do anything. This has got to be the worst bank in Vietnam.,1,1
SC Mobile Vietnam,"Your app is the worst. Seriously, improve it, otherwise you will chase away your customers just with this piece of ****.",1,1
SC Mobile Vietnam,"This app is painfully slow, i hope sc would soon fix this",1,1
SC Mobile Vietnam,Can't login almost time,1,1
SC Mobile Vietnam,"This app is suck. Slowly, useless, complexities",1,1
SC Mobile Vietnam,no sms is sent for mobile key registration,1,1
SC Mobile Vietnam,"Can not update, just waiting for download",1,1
SC Mobile Vietnam,The slowest banking app I have ever used .,2,1
SC Mobile Vietnam,how can I trust this app is from the bank? terrible service to request customer go here and download. we should be able to download directly from the bank website,1,1
SC Mobile Vietnam,Cannot change personal information,1,1
SC Mobile Vietnam,Can not upgrade from Italy,1,1
SC Mobile Vietnam,The app UX was done very poorly.,1,1
SC Mobile Vietnam,Most of the days it's not working 😔,1,1
SC Mobile Vietnam,"My company can not change bank for employee, but I can change company, because of this stupid app",1,1
SC Mobile Vietnam,It can not access usually,1,1
SC Mobile Vietnam,Terrible! 2 days cannot login my account,1,1
SC Mobile Vietnam,App crashes continuously,1,1
